,data,target
845,"costly fighter under fire from lawmakers lockheed martin corp's  increasingly costly f-35 joint strike fighter is testing congressional support, with top senators calling on the pentagon to offer alternatives. http://feeds.reuters.com/~r/reuters/businessnews/~3/qqrura_asts/us-usa-fighter-lockheed-idustre74i68y20110519",3
846,"inspectors say greece missed all fiscal targets: magazine greece has missed all fiscal targets agreed under its bailout plan, a mission from an international inspection team found, putting further funding for athens at risk, according to a german magazine. http://feeds.reuters.com/~r/reuters/businessnews/~3/yepgzoassym/us-eurozone-greece-troika-idustre74r1ka20110528",3
847,"price of crude oil falls again, but analysts warn it will remain at lofty levels the price of oil is still almost 30 percent higher than a year ago. 'this is a correction, and not a shift in trend,' one analyst said of the recent fall in prices. http://feeds.nytimes.com/click.phdo?i=b43eed09084c323479fc891a863822d7",3
848,"ireland wants bank creditors to bear pain, ecb says no ireland still wants to force foreign bondholders to bear losses in debt-crippled banks but is being blocked by the european central bank, which ... http://rssfeeds.usatoday.com/~r/usatodaycommoney-topstories/~3/efzffeqfz-u/2011-04-01-irelandbanking.htm",3
849,warren buffett on the sokol affair a video of dealbook's andrew ross sorkin talking to the chairman of berkshire hathaway about the lessons learned from the situation with david sokol. http://feeds.nytimes.com/click.phdo?i=033cb79d2276be9c1208d5b3a4c3a799,3
850,"new glencore board to decide on xstrata merger: report bringing swiss miners glencore  and xstrata  together would add value but is not on the agenda at the moment, glencore chief executive ivan glasenberg said in a newspaper interview on saturday. http://feeds.reuters.com/~r/reuters/businessnews/~3/xzf3p-jqtsm/us-glencore-idustre73f0n320110416",3
851,mortgages: problems with new good faith estimate forms experts say the revamped good faith estimate form still falls short of telling borrowers exactly what they will be paying. http://feeds.nytimes.com/click.phdo?i=2446429422a45a56f1ba954945ddfb3f,3
852,deutsche bank ceo to appear in court in kirch case deutsche bank  chief executive josef ackermann will appear in a munich court on thursday to testify in one of the lawsuits brought against the bank by fallen german media mogul leo kirch. http://feeds.reuters.com/~r/reuters/businessnews/~3/dgbfwjmyzzy/us-deutschebank-kirch-idustre74h7mb20110518,3
853,"stocks & bonds: shares move ahead, lifted by u.s. signals despite quake in japan the standard & poor?s 500-stock index made up some of the week?s losses, and the dow and the nasdaq also rose ? each dodging a global slump in the wake of japan?s tragedy. http://feeds.nytimes.com/click.phdo?i=c4c21cf9d29d8261223fb2ef37c48ee7",3
854,"japan recovery takes hold, but debt downgrade looms japan's economy offered more signs of recovery from the deadly march earthquake on tuesday, but moody's ratings agency warned both growth and government action may fall short of what is necessary to bring tokyo's ballooning debt back under control. http://feeds.reuters.com/~r/reuters/businessnews/~3/qbh0uytefda/us-japan-economy-idustre74u0b320110531",3
855,"stocks rise, dow back above 12,000 on deals, easing japan worries stocks jumped monday on corporate dealmaking and easing worries about japan's nuclear crisis. http://rssfeeds.usatoday.com/~r/usatodaycommoney-topstories/~3/gavbr5j5zbk/2011-03-21-stocks-monday.htm",3
856,"how much technology is too much? embracing the virtual can be great, but sometimes doing things the old-fashioned way is better, especially when it comes to interacting with customers and partners. http://feeds.nytimes.com/click.phdo?i=ddfde56b79a9cd8ecc3c031d07d97c78",3
857,"unemployment falls, jobs added in most states the unemployment rate fell in two-thirds of the nation's states last month. http://rssfeeds.usatoday.com/~r/usatodaycommoney-topstories/~3/valmbfu1fg4/2011-04-19-state-unemployment-jobs.htm",3
858,black brokers lose bias suit against bofa/merrill bank of america corp won the dismissal of a bias lawsuit by black financial advisers at the former merrill lynch &amp; co who said they were paid lower bonuses than white counterparts to stay on when the companies merged. http://feeds.reuters.com/~r/reuters/businessnews/~3/m6s1dzxysz0/us-bankofamerica-bias-lawsuit-idustre72t57o20110330,3
859,"mutual funds report: first quarter how domestic equities fared during troubles abroad, the success of commodities and more. http://feeds.nytimes.com/click.phdo?i=f4086d2ec002a973167852b41bb8248f",3
860,bankrate's journey from buyout to i.p.o. the bankrate deal of 2009 showed the perils of management buyouts and how management could potentially abuse its position. now it's time to cash out. http://feeds.nytimes.com/click.phdo?i=6a67fbf440216b40557e0d43c1fa5ae8,3
861,"china pushes u.s. on debt ahead of high-level talks china, wielding its huge dollar holdings, on friday pressed washington to tackle its huge fiscal deficit and said it would raise the issue of discrimination against chinese investors at high-level talks next week. http://feeds.reuters.com/~r/reuters/businessnews/~3/ga9bliou5w8/us-china-usa-trade-idustre7450d620110506",3
862,fears about consumers send shares tumbling signs of declining consumer demand set the market on course for its third week of losses. http://feeds.nytimes.com/click.phdo?i=c4fd5018396d8c0d7c4b2dcac35285c6,3
863,accused middleman admits guilt in u.s. insider case a mortgage broker who secretly recorded two friends accused of trying to cover up one of the biggest u.s. insider trading cases on record pleaded guilty to involvement in the 17-year scheme. http://feeds.reuters.com/~r/reuters/businessnews/~3/8sdtemmncmq/us-insidertrading-idustre73a5w920110411,3
864,japan plans up to $127 billion in lending after quake: nikkei the japanese government plans to dedicate up to 10 trillion yen ($127 billion) in crisis lending to businesses to help them finance day-to-day operations and repair damage from last... http://feeds.reuters.com/~r/reuters/businessnews/~3/gdff2qssqd8/us-japan-economy-budget-idustre72i0lr20110319,3
865,stocks and bonds: earnings upswing propels a broad-based rally investors got an unexpected lift from two bellwether companies ' intel and united technologies ' helping to spark a broad-based rally. http://feeds.nytimes.com/click.phdo?i=84a177aefb51245244d65e5f11c7e23b,3
866,"civets, brics and juugs did you make money on brics? then maybe you will love civets. http://feeds.nytimes.com/click.phdo?i=2440b5ed9853d45ab431223b6aedb8c0",3
867,pay-what-you-want panera called a success panera bread's founder and chairman took a leap of faith one year ago with the opening of a pay-what-you-want restaurant in suburban st. louis. ... http://rssfeeds.usatoday.com/~r/usatodaycommoney-topstories/~3/u1ihfntrknq/2011-05-16-panera-pay-what-you-can_n.htm,3
868,"as condos fill, retail space remains vacant the developers of some of the city's most expensive condominiums would rather wait for the right tenant than bring in, say, a noisy bar or (horrors!) a discount store. http://feeds.nytimes.com/click.phdo?i=6c91502523bca938cba5201ba9260fe3",3
869,"less than 50 years of oil left, hsbc says the bank cautions that growth in developing countries like china could put as many as one billion more cars on the road by midcentury. http://feeds.nytimes.com/click.phdo?i=b4aabbd3999881d81de449610754e2ab",3
870,"saab gets a financing lifeline in deal with beijing carmaker hawtai motor of beijing took a 29.9 percent stake in saab's parent, spyker cars, and lent saab 30 million euros to restart production. http://feeds.nytimes.com/click.phdo?i=ca2b6a4cef2127dc2c7c23764b24d88f",3
871,defense rests in rajaratnam insider trading case lawyers for raj rajaratnam on monday rested their case for the defense in the federal trial accusing the galleon group llc founder of insider trading. http://feeds.reuters.com/~r/reuters/businessnews/~3/e0bec_vw8ia/us-galleon-defense-rests-idustre73h5jv20110418,3
872,"deal for future seasons of 'mad men' matthew weiner, the ""mad men"" creator, will continue running the show for two more seasons with an option for a third. amc affirmed that the show would not return until early 2012. http://feeds.nytimes.com/click.phdo?i=1472dbcd6891470b239a3c5dd03d5af8",3
873,your money: investment advice for small fry two new companies are trying to provide a valuable service: moderately priced investment management. http://feeds.nytimes.com/click.phdo?i=a9867ce1a644112e687531b6883948d4,3
874,"william pennington, casino industry executive, dies at 88 he helped build the circus circus casino empire in nevada and expand the las vegas strip. http://feeds.nytimes.com/click.phdo?i=772f36b3c84c29c94628a9a3a61cfe6a",3
875,"fannie ex-ceo may face claims in sec probe: report daniel mudd, the former ceo of government-sponsored mortgage firm fannie mae, has received notice from u.s. regulators that he may face claims for allegedly misleading investors... http://feeds.reuters.com/~r/reuters/businessnews/~3/v4qmqucuap0/us-fortress-aig-idustre72b0t520110312",3
876,"mystery car 84: ciao, baby ... what is this car? this elegant machine seemed worthy of a tip of the hat. we loved the round doors and general swoop of it all. there's also a theme at work here, ... http://rssfeeds.usatoday.com/~r/usatodaycommoney-topstories/~3/a8ax7mm-77c/1",3
877,"chrysler vows new dodge viper supercar due next year if you need any evidence about how serious chrysler is about creating a next generation of the dodge viper, here it is. expect to see the new ... http://rssfeeds.usatoday.com/~r/usatodaycommoney-topstories/~3/ffarcaewyzu/1",3
878,"position limits would hurt investment goals: uscf a futures regulator proposal that would place position limits in the commodities markets may not prevent manipulation or speculation, and would prevent operators of commodity... http://feeds.reuters.com/~r/reuters/businessnews/~3/bs7hkyez9fe/us-financial-regulation-limits-idustre72o56n20110325",3
879,how small companies get in trouble lessons from the turnaround guys (who see the same mistakes all too often). do good times make you stupid? http://feeds.nytimes.com/click.phdo?i=fae6c5dd05b30fd020f150d6659eca3e,3
880,"report: dish network, icahn will be among bidders blockbuster bidders set to duke it out for blockbuster at a bankruptcy auction monday reportedly include dish network and carl icahn. http://rssfeeds.usatoday.com/~r/usatodaycommoney-topstories/~3/_yl1xrmchew/2011-04-01-blockbuster-bidders.htm",3
881,why your tax refund check may not be in the mail taxpayers who bought a home in 2008 and got a credit on their federal tax return may face delays in getting their refunds this year. http://feeds.nytimes.com/click.phdo?i=459012c5f96ba85e5a3ccbe7c39ffd1a,3
882,groupon files for ipo worth up to $750m daily deal site groupon files for initial public offering of stock worth up to $750 million. http://rssfeeds.usatoday.com/~r/usatodaycommoney-topstories/~3/y7shfkprviq/2011-06-02-groupon-ipo_n.htm,3
883,"prosecutors hope for deterrent effect the use of hardball tactics has gotten wall street's attention, but whether it will permanently change the culture is debatable. http://feeds.nytimes.com/click.phdo?i=f2da395e222327118e5fcd55319ffd74",3
884,"are the last new cars under $10,000 about to disappear? with the expected introduction of the 2012 nissan versa at the new york auto show next week, the u.s. could lose the last of a breed: the sub-$10,000 ... http://rssfeeds.usatoday.com/~r/usatodaycommoney-topstories/~3/vzglz9m98ng/1",3
885,"contracts to buy homes fall to a 7-month low the number of people who signed contracts to buy homes fell sharply in april, hitting its lowest point since fall and renewing fears that a recovery ... http://rssfeeds.usatoday.com/~r/usatodaycommoney-topstories/~3/bliejaqa4zk/2011-05-27-pending-home-sales_n.htm",3
886,"economic scene: flirting with a repeat of a stunted recovery positives and negatives in the economy are reminiscent of those from a year ago, when the recovery sputtered. http://feeds.nytimes.com/click.phdo?i=24354d7867fb53b5d09dbea72c7af4ec",3
887,"off the shelf: behind the greening of wal-mart in a new book, edward humes tells how a former river-rafting guide convinced wal-mart to change its environmental policies. http://feeds.nytimes.com/click.phdo?i=e006340facee4db900ef383b8a72c665",3
888,"supreme court hears argument in wal-mart sex bias claim the u.s. supreme court on tuesday questioned a massive sex discrimination lawsuit on behalf of at least 500,000 american women claiming that ... http://rssfeeds.usatoday.com/~r/usatodaycommoney-topstories/~3/1g3yw3dkdcs/2011-03-29-supreme-court-wal-mart_n.htm",3
889,catalyst to buy walgreens benefits unit for $525 million the $525 million cash deal is part of a broader consolidation wave among pharmacy health care providers. http://feeds.nytimes.com/click.phdo?i=54f3d68032cfa10fe2df6a33417705c7,3
890,"japan's nikkei closes up 5.68 percent japan's benchmark nikkei average closed up 5.68 percent at 9,093.72 on wednesday, while the broader topix gained 6.64 percent to 817.63. http://feeds.reuters.com/~r/reuters/businessnews/~3/yvpncsz2wya/us-markets-japan-stocks-idustre72e9nz20110316",3
891,"drilling down: caught up in the online video stream on average, viewers of online video spent 4 hours 39 minutes watching in january, according to the nielsen company. http://feeds.nytimes.com/click.phdo?i=2ebe0394493fbb440b55cf384220913a",3
892,w.t.o. rules u.s. subsidies for boeing unfair research grants from nasa used to developed lightweight composites are cited in the world trade organization's report. http://feeds.nytimes.com/click.phdo?i=9aeaf8780b2657267106fd7fb1cb33a7,3
893,"the news, in bright bits the week, with its bite-size articles, the full arc of opinion and a skinny format is growing where other newsweeklies are lagging. http://feeds.nytimes.com/click.phdo?i=99df75c7508c37cbb5486c85e16df511",3
894,"the value of urban clustering an analysis of census data shows that it's more important to invest now in education than in infrastructure, an economist writes. http://feeds.nytimes.com/click.phdo?i=191d637c450eda47063aca8bcb7eba80",3
895,"good news for grandpa medicare and social security trust funds will be exhausted sooner than estimated last year, largely because of changing forecasts of longevity for the elderly. http://feeds.nytimes.com/click.phdo?i=f60aa7df45f03dadc51f1607580eb98b",3
896,"labor board tells boeing new factory breaks law the national labor relations board says in a complaint that the company chose south carolina for its new 787 dreamliner production line in retaliation against a union, which is illegal. http://feeds.nytimes.com/click.phdo?i=00fb8927c4156332e42601ef93a09e12",3
897,"nasdaq, ice urge nyse shareholders to back talks nasdaq omx group  and intercontinentalexchange inc  appealed directly to nyse euronext  stockholders on tuesday, asking them to press the big board's directors to sit down to talk about their joint bid. http://feeds.reuters.com/~r/reuters/businessnews/~3/n-xp5epi7f8/us-exchanges-nasdaq-idustre73p65620110427",3
898,tnk-bp partners reject bp's rosneft olive branch bp's partners in russian joint venture tnk-bp have rejected a peace proposal by the british oil major to involve them in talks on joining a disputed bp alliance with russia's... http://feeds.reuters.com/~r/reuters/businessnews/~3/ldw4wd2qw18/us-russia-tnk-bp-idustre72b2im20110312,3
899,ireland says banks need further 24 billion euros ireland tried to draw a line under its financial crisis on thursday by saying its banks need a further 24 billion euros ($34.11 billion) to withstand further economic shocks. http://feeds.reuters.com/~r/reuters/businessnews/~3/ojqrun98gma/us-ireland-banks-idustre72u4om20110331,3
900,"fidelity: health care overhaul will cut retiree health costs a 65-year-old couple retiring this year will spend $230,000, on average, on medical expenses, down 8% from a year ago, according to fidelity ... http://rssfeeds.usatoday.com/~r/usatodaycommoney-topstories/~3/iciiuv-2mhw/2011-03-31-retiree-health-costs.htm",3
901,cities build airport cities  'aerotropolises'  for growth development projects next door to airports are back in vogue as financially struggling cities look to attract businesses. http://rssfeeds.usatoday.com/~r/usatodaycommoney-topstories/~3/maek9um7ai4/1,3
902,more people ditching home phone for mobile more than one-fourth of u.s. homes have cut the landline and now use cellphones. http://rssfeeds.usatoday.com/~r/usatodaycommoney-topstories/~3/s_twkqpfyg0/2011-04-20-cellphone-study.htm,3
903,"off the charts: in a survey of bosses, good news for job seekers american chief executives say they plan to hire. but consumers remain far from certain that jobs will materialize. http://feeds.nytimes.com/click.phdo?i=cafe596718d8f2a975eea1da02d4ff01",3
904,"nasdaq open to selling amex in nyse bid: report nasdaq omx group inc  is open to selling nyse euronext's  american stock exchange to get antitrust clearance and may also consider offering a break-up fee to the big board parent, the wall street journal reported on its website on friday. http://feeds.reuters.com/~r/reuters/businessnews/~3/uvdevo7tx38/us-nasdaq-idustre73e89l20110415",3
905,"rajaratnam invests in fund run by trial witness hedge fund founder raj rajaratnam and his family have invested $25 million in a $35 million fund managed by one of his former top executives who testified at rajaratnam's insider trading trial, the jury heard on thursday. http://feeds.reuters.com/~r/reuters/businessnews/~3/mwg-ghkwaqk/us-galleon-rajaratnam-idustre73d75t20110414",3
906,"nasdaq open to selling amex in nyse bid: source nasdaq omx group inc  told investors it could sell nyse euronext's  american stock exchange and offer a break-up fee to overcome antitrust concerns in its $11.3 billion bid for the big board parent, a source familiar with the situation said on friday. http://feeds.reuters.com/~r/reuters/businessnews/~3/xl8nhoyele0/us-nasdaq-idustre73e89l20110416",3
907,boeing to cut 510 jobs as shuttle program winds down boeing co  will lay off about 510 employees in its space exploration division as the united states' space shuttle program draws to a close. http://feeds.reuters.com/~r/reuters/businessnews/~3/xdkhgejmneo/us-boeing-idustre75308220110604,3
908,"sec sues ex-zwirn fund cfo for cash transfers u.s. market regulators on friday sued the former chief financial officer of a multibillion-dollar hedge fund founded by daniel zwirn, accusing him of improperly transferring $870 million between the fund's accounts. http://feeds.reuters.com/~r/reuters/businessnews/~3/etm1h6wnoou/us-sec-zwirn-idustre7377j320110408",3
909,"warner music suitor's record of deal-making len blavatnik is the leading bidder for the music company. but his last big buyout, of the chemical company lyondell, ended in bankruptcy. http://feeds.nytimes.com/click.phdo?i=5d019d1b1cf2054d15aee6c8c9de3f94",3
910,big medical groups begin patient data-sharing project five big medical groups are creating a consortium to share patient data electronically. http://feeds.nytimes.com/click.phdo?i=4e3252d2a648af4d8aed16fd6b577add,3
911,"ireland expects debt restructuring in 3 years: report ireland's government expects the country's debts will be restructured within the next three years, the irish mail on sunday reported, citing an unnamed senior minister. http://feeds.reuters.com/~r/reuters/businessnews/~3/wflbbuigmwi/us-ireland-restructuring-idustre7470l620110508",3
912,"state street says sec probes its forex pricing state street corp , the world's third largest institutional investor, said it was under investigation by the securities and exchange commission (sec) for its foreign exchange pricing methods for pension plans. http://feeds.reuters.com/~r/reuters/businessnews/~3/ummosqpcxjc/us-statestreet-forex-idustre74a8kj20110511",3
913,"oil crashes 10 percent in record rout oil collapsed into free-fall on thursday, diving as much as 10 percent and sending u.s. crude back under $100 a barrel as investors staged a nearly unprecedented stampede for the exits. http://feeds.reuters.com/~r/reuters/businessnews/~3/q_m3knlmldc/us-markets-oil-idustre7446bh20110505",3
914,"oil rebounds after 10 percent drop oil prices bounced back on friday from a torrid 10 percent slide the previous session, as shellshocked traders mulled market fundamentals and the frenzy this week that wiped out half the year's gains. http://feeds.reuters.com/~r/reuters/businessnews/~3/d59bxndagh0/us-markets-oil-idustre7446bh20110506",3
915,"euro zone inflation rises, points to higher ecb rates euro zone inflation rose further above the european central bank's target in april, increasing the chances of an interest rate rise in june, despite a weakening of economic sentiment and household demand. http://feeds.reuters.com/~r/reuters/businessnews/~3/h07gclojp0k/us-eurozone-economy-idustre73s1os20110429",3
916,delta air lines q1 loss grows to $318 million delta air lines inc. says raising fares should allow it to make up for the higher fuel prices that drove a $318 million loss in the first qu ... http://rssfeeds.usatoday.com/~r/usatodaycommoney-topstories/~3/ck1ima48o6u/1,3
917,drop in oil imports helps narrow trade deficit in february the u.s. trade deficit fell 2.6% to $45.8 billion in february because of a big drop in oil imports. http://rssfeeds.usatoday.com/~r/usatodaycommoney-topstories/~3/zkszjsljrqi/2011-04-12-trade-deficit-feb.htm,3
918,"warner music nears a sale to access warner music, one of the big four music record companies, is near a sale to the russian-born industrial magnate len blavatnik for more than $3 billion. http://feeds.nytimes.com/click.phdo?i=408cd567d30633afbe9e59f00d447860",3
919,beer app on facebook raises toast to dads a facebook promo that casual dining chain t.g.i. friday's will officially roll out thursday lets you buy dad a beer. http://rssfeeds.usatoday.com/~r/usatodaycommoney-topstories/~3/zns1tcmg_fu/2011-06-09-tgif-beer-gift-online-fathers-day_n.htm,3
920,"ford sales goal: up 50% in just 4 years on asia, africa growth ford ceo alan mulally will tell an investor meeting today that he wants to raise global sales 50% to 8 million in just four years. http://rssfeeds.usatoday.com/~r/usatodaycommoney-topstories/~3/ma0ygnmbt_i/1",3
921,"bp's arctic oil deal with rosneft collapses bp's plan to gain a foothold in russia's offshore arctic oilfields through a deal with state-controlled rosneft has collapsed, opening the way for other oil groups to try to fill its place. http://feeds.reuters.com/~r/reuters/businessnews/~3/tg1tz-uubwu/us-bp-russia-idustre74g18r20110517",3
922,eu wants more portugal austerity as eu unions protest eu finance ministers on saturday urged portugal to commit to reforms and defended the region's austerity steps as tens of thousands of european workers protested in budapest against spending cuts. http://feeds.reuters.com/~r/reuters/businessnews/~3/p2dxetqbdqu/us-eu-portugal-idustre73816i20110409,3
923,"cisco trims fat and sets shake-up in motion cisco systems inc  ceo john chambers, cutting back a bloated management bureaucracy he helped build, has kicked off a sweeping overhaul to revive the networking equipment maker's flagging fortunes. http://feeds.reuters.com/~r/reuters/businessnews/~3/9tzwo93dpji/us-cisco-idustre74469820110505",3
924,"merck, sanofi abandon vet medicine joint venture drugmakers merck and sanofi-aventis on tuesday abandoned a year-old effort to create a veterinary medicine joint venture because of the deal's ... http://rssfeeds.usatoday.com/~r/usatodaycommoney-topstories/~3/1chddo0exqq/2011-03-22-sanofi-merck-veterinary-venture.htm",3
925,"stocks edge higher but leave banks behind stocks closed slightly higher thursday, shrugging off earlier losses due to an unexpected rise in unemployment claims. http://rssfeeds.usatoday.com/~r/usatodaycommoney-topstories/~3/_wazd4ihl8m/2011-04-14-wallstreetstocks.htm",3
926,"hiring in u.s. slowed in may with 54,000 jobs added the unemployment rate rose to 9.1 percent, raising concerns once again about the underlying strength of the economic recovery. http://feeds.nytimes.com/click.phdo?i=488a461ca442d1b40077cfd01365130d",3
927,"wendy's/arby's plans to raise prices, earnings dissapoint wendy's/arby's group plans to raise prices. the company also cut its outlook after a disappointing earnings report. http://rssfeeds.usatoday.com/~r/usatodaycommoney-topstories/~3/uylouckas84/2011-05-10-wendys-arbys-prices_n.htm",3
928,chrysler dumps social media firm over twitter f-bomb now chrysler is firing the outside social media firm it hired its official chryslerautos twitter account for dropping the f-bomb in a tweet. http://rssfeeds.usatoday.com/~r/usatodaycommoney-topstories/~3/qwme9pfeste/1,3
929,"expedia plans to split into two tripadvisor would become a separate, publicly traded company under the plan. http://feeds.nytimes.com/click.phdo?i=5f536d0054e47c57e5e616257d145ce1",3
930,costco reports 6% increase in profit rising sales and membership fees at the warehouse club outweighed higher costs for commodities and declining profit margins. http://feeds.nytimes.com/click.phdo?i=3eb39dfdad2fac0fd3e6ed56d400823f,3
931,"ubs committed to integrated bank, including ib swiss bank ubs  is committed to its integrated business model, including its investment bank. http://feeds.reuters.com/~r/reuters/businessnews/~3/glzxfvtjtuq/us-ubs-bank-idustre74p0q020110526",3
932,online mapping shows potential to transform relief efforts a new report says that online mapping to aid humanitarian services requires better coordination and communication between volunteers and agencies. http://feeds.nytimes.com/click.phdo?i=7c4ed2b6dd7d1f40ae0aa6d0b0258ce3,3
933,"square feet: historic city at odds with its popularity as cruise port plans to open a new cruise ship terminal has drawn opposition from residents in charleston, s.c., who are fearful that too many visitors will overwhelm the city's cultivated charm. http://feeds.nytimes.com/click.phdo?i=cfc5d8984742a02279ac780030a1cf33",3
934,"foreclosures may have crested, but recovery's slow a decline in new problem loans may signal a receding in 5-year foreclosure wave http://rssfeeds.usatoday.com/~r/usatodaycommoney-topstories/~3/c9es0cuosg4/2011-06-02-foreclosures-may-have-crested_n.htm",3
935,playbook prices announced the wi-fi-only version of r.i.m.'s tablet computer will match apple's ipad in price and storage. http://feeds.nytimes.com/click.phdo?i=392051f923336589e3f255194256eab0,3
936,"australia's economy contracts most in 20 years annual growth in gross domestic product slowed to 1 percent, down from 2.7 percent. but the outlook is positive, thanks to a strong mining sector and the likely rebound after disasters at home and abroad. http://feeds.nytimes.com/click.phdo?i=624ee3c684b37eec015659ede3245ff2",3
937,"gasoline demand dips even as cost falls: mastercard retail gasoline demand fell last week versus a year earlier, as prices dropped for a second straight week but stayed above 2010 levels, a report by mastercard advisors' spendingpulse showed on tuesday. http://feeds.reuters.com/~r/reuters/businessnews/~3/3itt8lg05wc/us-usa-gasoline-demand-idustre74n6fm20110524",3
938,"troubled employers and your company charge card if you follow your company's expense policy, you shouldn't be held liable for your corporate card balance. http://feeds.nytimes.com/click.phdo?i=b61eb4306eeb6fd20c9605b56f03e2a0",3
939,"law schools, grades and scholarships readers respond to 'behind the curve: how law students lose the grant game, and how their schools win' (may 1). http://feeds.nytimes.com/click.phdo?i=b16369cece30b8fc8d28c33fd1139248",3
940,"ufc looking to buy part of g4 channel comcast has been in negotiations with the ultimate fighting championship, which wants to expand its television footprint. http://feeds.nytimes.com/click.phdo?i=b7f3df06a753d71d68076bfeb52876ba",3
941,"statoil to sell pipeline stake for $3.2 billion statoil, the norwegian oil and natural gas giant, said on monday that it would sell a 24.1 percent stake in the joint pipeline venture gassled for 17.35 billion norwegian kroner. http://feeds.nytimes.com/click.phdo?i=556941b7c29782cfaee6d53fbaf93cd1",3
942,"new-home sales rise in march, but rate is still low new-home sales rose 11% in marchto a seasonally adjusted rate of 300,000 homes. that follows three straight monthly declines. http://rssfeeds.usatoday.com/~r/usatodaycommoney-topstories/~3/6h7cagbhio8/2011-04-25-new-home-sales-march.htm",3
943,wall street higher after g.d.p. report first-quarter growth of 1.8 percent was the weakest since last spring. corporate earnings results were mixed. http://feeds.nytimes.com/click.phdo?i=d2170210ae13169aaa896432801c424f,3
944,"special report: is buffett's teflon finally wearing off? aside from maybe the odd cheeseburger stain on his tie, nothing much sticks to warren buffett. http://feeds.reuters.com/~r/reuters/businessnews/~3/mdugmwgeaca/us-buffett-idustre73o2bh20110425",3
945,"u.s. plans to exempt forex swaps from new rules in a big win for business, the treasury proposed on friday to exempt commonly used foreign exchange swaps and forwards from the most onerous new rules for the derivatives market. http://feeds.reuters.com/~r/reuters/businessnews/~3/r7u2rnabfsy/us-financial-regulation-swaps-idustre73q4ad20110429",3
946,france's christine lagarde launches bid for imf leadership french finance minister christine lagarde on wednesday launched her bid to lead the international monetary fund. http://rssfeeds.usatoday.com/~r/usatodaycommoney-topstories/~3/d13mc9dqe2s/2011-05-25-lagarde-imf_n.htm,3
947,"pending home sales rose 5.1 percent in march pending sales of existing u.s. homes were much stronger than expected in march and a homebuilding company trimmed losses, offering faint glimmers of hope for the depressed u.s. housing market. http://feeds.reuters.com/~r/reuters/businessnews/~3/bsifwme_pqe/us-usa-economy-housing-idustre73h31120110428",3
948,"nike to raise prices sharply as costs hit gains nike inc  plans to raise the prices on its shoes and sports clothing markedly in 2012 to cope with the rising costs of oil, cotton and transportation that are hurting its... http://feeds.reuters.com/~r/reuters/businessnews/~3/7ke3gf-qhy0/us-nike-idustre72g7yu20110317",3
949,"nike to raise prices sharply as costs hit gains nike inc  plans to raise the prices on its shoes and sports clothing markedly in 2012 to cope with the rising costs of oil, cotton and transportation that are hurting its... http://feeds.reuters.com/~r/reuters/businessnews/~3/eiew1tsqthq/us-nike-idustre72g7yu20110318",3
950,"builder outlook falls ahead of spring season a bevy of issues are dogging the ailing housing industry: high unemployment, tighter bank lending standards and bigger required down-payments ... http://rssfeeds.usatoday.com/~r/usatodaycommoney-topstories/~3/mvfhygo8afa/2011-04-18-builder-sentiment.htm",3
951,"homebuilder sentiment slips in april u.s. homebuilder sentiment slipped a notch in april as home prices continued to fall in most areas of the country amid widespread foreclosures, a survey released on monday showed. http://feeds.reuters.com/~r/reuters/businessnews/~3/dhlxfy4q82g/us-usa-economy-housing-idustre73h31120110418",3
952,obama nominates john bryson to be commerce secretary president obama has chosen businessman john bryson to lead the commerce department. http://rssfeeds.usatoday.com/~r/usatodaycommoney-topstories/~3/9wo066qmuha/2011-05-31-obama-bryson-commerce_n.htm,3
953,"bank overdraft fees pile up despite fed regulation consumers continue to spend billions on overdraft protection fees, despite a new federal reserve regulation that requires banks to obtain customers' ... http://rssfeeds.usatoday.com/~r/usatodaycommoney-topstories/~3/3_sd1f7mlc0/2011-04-26-overdraft-checking-fees_n.htm",3
954,"uruguay economy grew 6.5 percent in 4th-quarter 2010 uruguay's economy grew by 6.5 percent in the last quarter of 2010 compared with the year-earlier period, while full-year growth came in at 8.5 percent, the central bank said on... http://feeds.reuters.com/~r/reuters/gcaeconomicnews/~3/o9whppfqudk/us-uruguay-economy-idustre72l6u720110322",3
955,"cyrus harvey, an extravagant entrepreneur, dies at 85 mr. harvey created two significant business brands in very disparate fields ' a film company and a soap company. http://feeds.nytimes.com/click.phdo?i=37518fa93eb94a1bbd0294a58a41a748",3
956,"small oil drillers say new rules threaten wildcatters' survival tightening of regulations for offshore drilling after the bp oil disaster in the gulf of mexico is strangling small independent companies, some ... http://rssfeeds.usatoday.com/~r/usatodaycommoney-topstories/~3/nhyqeh2syhq/2011-04-07-oil-drilling-rules-affect-wildcatters.htm",3
957,crude oil settles at $105.60 a barrel oil traded as high as $106.69 a barrel thursday in a nervous and uncertain energy market. http://rssfeeds.usatoday.com/~r/usatodaycommoney-topstories/~3/v0ckdwkcnww/2011-03-24-oil-prices-thursday.htm,3
958,"businesses, lawmakers urge cftc to tap the brakes the u.s. futures regulator must swallow its pride and ask congress for a delay in implementing derivatives regulations, some lawmakers and businesses said on thursday as they criticized the agency for moving too fast. http://feeds.reuters.com/~r/reuters/businessnews/~3/hyt4jyty6g0/us-financial-regulation-gensler-idustre72u5fp20110331",3
